yyyymm,link
199007,https://download-0002-clone.copernicus-climate.eu/cache-compute-0002/cache/data3/adaptor.mars.internal-1694060298.125696-4285-16-4ed31ea9-a4e5-44b4-947e-d3098b306080.nc
199008,https://download-0012-clone.copernicus-climate.eu/cache-compute-0012/cache/data2/adaptor.mars.internal-1694060320.3489974-18259-3-bfb82352-5870-4e69-8a22-5b1b698cc484.nc
199009,https://download-0017.copernicus-climate.eu/cache-compute-0017/cache/data8/adaptor.mars.internal-1694060354.4935858-17723-17-f61a9ab4-89a1-4908-98ec-745acc9c680f.nc
199010,https://download-0000-clone.copernicus-climate.eu/cache-compute-0000/cache/data7/adaptor.mars.internal-1694060376.5062897-19191-5-10ddb096-9d09-419b-888c-af76731dd07e.nc
199011,https://download-0011-clone.copernicus-climate.eu/cache-compute-0011/cache/data6/adaptor.mars.internal-1694060397.6689506-22994-11-ee4ce77c-9ea4-48e4-bc0e-eb1b91cd9101.nc
199012,https://download-0017.copernicus-climate.eu/cache-compute-0017/cache/data6/adaptor.mars.internal-1694060420.8131537-20687-3-7061a053-921c-4557-b411-ea647e68673a.nc
199101,https://download-0003-clone.copernicus-climate.eu/cache-compute-0003/cache/data7/adaptor.mars.internal-1694060454.7483633-22128-5-51d150e9-1b8d-493c-867c-43b0a32d8f9e.nc
199102,https://download-0000-clone.copernicus-climate.eu/cache-compute-0000/cache/data7/adaptor.mars.internal-1694060487.9577477-10697-4-ba187de3-1ef2-4ec5-85d6-de0157b6dfc7.nc
199103,https://download-0002-clone.copernicus-climate.eu/cache-compute-0002/cache/data5/adaptor.mars.internal-1694060510.8349328-5592-7-0b6af909-f458-40da-b04a-9e8d19c3fe7f.nc
199104,https://download-0019.copernicus-climate.eu/cache-compute-0019/cache/data5/adaptor.mars.internal-1694060544.6090078-21563-9-3c48ab58-279f-4c41-952a-85ec0b7d77ca.nc
199105,https://download-0000-clone.copernicus-climate.eu/cache-compute-0000/cache/data2/adaptor.mars.internal-1694060578.6786182-10697-8-d3d895c8-9c88-47bb-8cb5-f25168a93427.nc
