yyyymm,link
195602,https://download-0012-clone.copernicus-climate.eu/cache-compute-0012/cache/data5/adaptor.mars.internal-1694550627.4961612-10666-7-ac6e0dcf-9135-442c-8646-9a0a443135a2.nc
195603,https://download-0018.copernicus-climate.eu/cache-compute-0018/cache/data8/adaptor.mars.internal-1694550650.7127805-13382-11-bf84b620-8cc5-43ba-870b-926a663f1ef1.nc
195604,https://download-0000-clone.copernicus-climate.eu/cache-compute-0000/cache/data3/adaptor.mars.internal-1694550684.270087-9677-3-b2fc6f81-9b23-4187-a521-89c94a457f38.nc
195605,https://download-0013-clone.copernicus-climate.eu/cache-compute-0013/cache/data9/adaptor.mars.internal-1694550718.2936552-8851-17-4eb3f65b-dfb4-429f-b4a5-510ea187402f.nc
195606,https://download-0009-clone.copernicus-climate.eu/cache-compute-0009/cache/data5/adaptor.mars.internal-1694550751.728038-9541-5-564ae794-7cd3-4f61-a70b-801263ac6fe9.nc
195607,https://download-0007-clone.copernicus-climate.eu/cache-compute-0007/cache/data6/adaptor.mars.internal-1694550784.9740722-22907-7-ba2ebceb-c069-40f3-b4ab-15874d738c5d.nc
195608,https://download-0016.copernicus-climate.eu/cache-compute-0016/cache/data3/adaptor.mars.internal-1694550819.4632487-32758-15-0f85fa8a-da42-4f38-9e8f-0d93cb26e315.nc
195609,https://download-0004-clone.copernicus-climate.eu/cache-compute-0004/cache/data1/adaptor.mars.internal-1694550853.5901597-24938-2-e146af76-ae7e-4364-a404-34c7bc7bf120.nc
195610,https://download-0018.copernicus-climate.eu/cache-compute-0018/cache/data7/adaptor.mars.internal-1694550887.8098352-17274-9-d563a1cc-d9c8-467c-aeb2-ce34b073ec3a.nc
195611,https://download-0003-clone.copernicus-climate.eu/cache-compute-0003/cache/data6/adaptor.mars.internal-1694550920.8767166-21025-3-94aed6be-58ee-4fe5-a22b-617a96ebd2f8.nc
195612,https://download-0002-clone.copernicus-climate.eu/cache-compute-0002/cache/data1/adaptor.mars.internal-1694550954.4976335-30934-9-38281102-c44a-4669-84ac-84719d15a4df.nc
195701,https://download-0014-clone.copernicus-climate.eu/cache-compute-0014/cache/data6/adaptor.mars.internal-1694550988.7313192-7667-18-155921cf-5acd-49e9-82b0-07ed331c738c.nc
195702,https://download-0003-clone.copernicus-climate.eu/cache-compute-0003/cache/data2/adaptor.mars.internal-1694551021.467701-31842-15-1ff30ac3-d6e5-4856-b5ad-ce3b9499ff8a.nc
195703,https://download-0015-clone.copernicus-climate.eu/cache-compute-0015/cache/data6/adaptor.mars.internal-1694551044.0704598-14615-17-ce9bee2e-a8b1-4df5-8543-0a8ed4917d65.nc
195704,https://download-0006-clone.copernicus-climate.eu/cache-compute-0006/cache/data0/adaptor.mars.internal-1694551077.825776-26549-19-750e34e7-1eda-48a2-881d-3602a4c62bc0.nc
195705,https://download-0008-clone.copernicus-climate.eu/cache-compute-0008/cache/data6/adaptor.mars.internal-1694551117.4725177-3081-14-6ba93126-7b11-49bd-9da2-1e1e66e4d45c.nc
195706,https://download-0008-clone.copernicus-climate.eu/cache-compute-0008/cache/data8/adaptor.mars.internal-1694551150.947533-9403-4-187b4099-9de6-47f2-b461-be80f8002596.nc
195707,https://download-0006-clone.copernicus-climate.eu/cache-compute-0006/cache/data5/adaptor.mars.internal-1694551185.3870115-2681-8-bf845a35-0c73-4141-9b9d-d4a200739814.nc
195708,https://download-0006-clone.copernicus-climate.eu/cache-compute-0006/cache/data5/adaptor.mars.internal-1694551219.1253166-3227-6-d9c8846f-904b-4e40-aa46-25006ea8265f.nc
195709,https://download-0016.copernicus-climate.eu/cache-compute-0016/cache/data6/adaptor.mars.internal-1694551253.3517742-10365-11-8ba67a86-2f7c-46fd-8e69-6033aba52f0d.nc
195710,https://download-0019.copernicus-climate.eu/cache-compute-0019/cache/data5/adaptor.mars.internal-1694551286.5534806-989-14-9d646851-cdc1-499d-ace6-d0e6e5cb90ce.nc
195711,https://download-0000-clone.copernicus-climate.eu/cache-compute-0000/cache/data5/adaptor.mars.internal-1694551320.4392831-19174-10-3368cb9b-52be-4267-b484-e624e9a44395.nc
195712,https://download-0009-clone.copernicus-climate.eu/cache-compute-0009/cache/data7/adaptor.mars.internal-1694551354.8702521-17860-14-ef603e34-0e8a-483b-a942-6dd6305b5788.nc
195801,https://download-0004-clone.copernicus-climate.eu/cache-compute-0004/cache/data0/adaptor.mars.internal-1694551387.9650483-26029-15-5a7370cf-385c-4c9f-8b80-aeed4ee62699.nc
195802,https://download-0009-clone.copernicus-climate.eu/cache-compute-0009/cache/data7/adaptor.mars.internal-1694551421.7306893-857-18-324df35f-1c6e-4c77-bb3f-e1d107bcd88e.nc
195803,https://download-0016.copernicus-climate.eu/cache-compute-0016/cache/data2/adaptor.mars.internal-1694551454.4472203-10194-19-87e39332-b1e7-45f2-b00a-515503508fbc.nc
195804,https://download-0021.copernicus-climate.eu/cache-compute-0021/cache/data3/adaptor.mars.internal-1694551487.792595-9255-6-c60204d6-ffae-4ddd-a17f-59db516be8df.nc
195805,https://download-0011-clone.copernicus-climate.eu/cache-compute-0011/cache/data6/adaptor.mars.internal-1694551521.7782178-19989-4-29a55896-c397-4e0e-9417-4b1262fe9188.nc
